"rownames(HR_result)"	"beta"	"HR"	"HR_CI.95..CI.for.HR."	"Likelihood.test"	"p.value"
"5395"	"Q8NCG7"	"0.38"	"1.5"	" (1-2.1)"	"4.1"	"0.044"
"5396"	"Q8NCH0"	"0.33"	"1.4"	" (0.96-2)"	"3"	"0.084"
"5397"	"Q8NCJ5"	"0.13"	"1.1"	" (0.78-1.6)"	"0.44"	"0.51"
"5398"	"Q8NCL4"	"0.025"	"1"	" (0.71-1.5)"	"0.018"	"0.89"
"5399"	"Q8NCM8"	"-0.34"	"0.71"	" (0.49-1)"	"3.2"	"0.072"
"5400"	"Q8NCN4"	"-0.13"	"0.87"	" (0.57-1.3)"	"0.39"	"0.53"
"5401"	"Q8NCN5"	"-0.31"	"0.74"	" (0.51-1.1)"	"2.6"	"0.11"
"5402"	"Q8NCR9"	"-0.33"	"0.72"	" (0.47-1.1)"	"2.3"	"0.13"
"5403"	"Q8NCW5"	"-0.45"	"0.64"	" (0.44-0.93)"	"5.6"	"0.018"
"5404"	"Q8NCW6"	"-0.43"	"0.65"	" (0.45-0.94)"	"5.2"	"0.023"
"5405"	"Q8ND04"	"0.12"	"1.1"	" (0.78-1.6)"	"0.4"	"0.53"
"5406"	"Q8ND24"	"-0.011"	"0.99"	" (0.68-1.4)"	"0.0036"	"0.95"
"5407"	"Q8ND30"	"-0.33"	"0.72"	" (0.49-1)"	"3.1"	"0.079"
"5408"	"Q8ND56"	"-0.26"	"0.77"	" (0.53-1.1)"	"1.8"	"0.18"
"5409"	"Q8ND71"	"-0.094"	"0.91"	" (0.63-1.3)"	"0.25"	"0.62"
"5410"	"Q8ND76"	"-0.16"	"0.85"	" (0.59-1.2)"	"0.75"	"0.39"
"5411"	"Q8NDA2"	"-0.19"	"0.83"	" (0.56-1.2)"	"0.98"	"0.32"
"5412"	"Q8NDA8"	"0.02"	"1"	" (0.7-1.5)"	"0.012"	"0.91"
"5413"	"Q8NDC0"	"0.11"	"1.1"	" (0.75-1.7)"	"0.32"	"0.57"
"5414"	"Q8NDD1"	"0.059"	"1.1"	" (0.71-1.6)"	"0.08"	"0.78"
"5415"	"Q8NDF8"	"-0.24"	"0.78"	" (0.52-1.2)"	"1.4"	"0.24"
"5416"	"Q8NDH2"	"0.42"	"1.5"	" (1-2.3)"	"4"	"0.044"
"5417"	"Q8NDH3"	"0.078"	"1.1"	" (0.75-1.6)"	"0.17"	"0.68"
"5418"	"Q8NDI1"	"-0.092"	"0.91"	" (0.63-1.3)"	"0.23"	"0.63"
"5419"	"Q8NDT2"	"0.015"	"1"	" (0.7-1.5)"	"0.006"	"0.94"
"5420"	"Q8NDX1"	"0.37"	"1.5"	" (0.99-2.1)"	"3.7"	"0.056"
"5421"	"Q8NDX5"	"-0.11"	"0.9"	" (0.62-1.3)"	"0.33"	"0.57"
"5422"	"Q8NDZ4"	"-0.035"	"0.97"	" (0.67-1.4)"	"0.033"	"0.85"
"5423"	"Q8NDZ6"	"0.099"	"1.1"	" (0.75-1.6)"	"0.25"	"0.62"
"5424"	"Q8NE00"	"0.18"	"1.2"	" (0.8-1.8)"	"0.76"	"0.38"
"5425"	"Q8NE01"	"-0.29"	"0.75"	" (0.52-1.1)"	"2.4"	"0.12"
"5426"	"Q8NE62"	"-0.33"	"0.72"	" (0.49-1)"	"3.1"	"0.079"
"5427"	"Q8NE71"	"0.23"	"1.3"	" (0.87-1.8)"	"1.5"	"0.22"
"5428"	"Q8NE86"	"-0.13"	"0.88"	" (0.6-1.3)"	"0.49"	"0.49"
"5429"	"Q8NEB9"	"0.0041"	"1"	" (0.69-1.5)"	"0.00047"	"0.98"
"5430"	"Q8NEC7"	"0.33"	"1.4"	" (0.95-2)"	"2.9"	"0.089"
"5431"	"Q8NEF9"	"0.083"	"1.1"	" (0.75-1.6)"	"0.19"	"0.66"
"5432"	"Q8NEJ9"	"0.28"	"1.3"	" (0.9-2)"	"2.1"	"0.15"
"5433"	"Q8NEN9"	"-0.28"	"0.76"	" (0.52-1.1)"	"2.2"	"0.14"
"5434"	"Q8NES3"	"0.063"	"1.1"	" (0.74-1.5)"	"0.11"	"0.74"
"5435"	"Q8NEU8"	"-0.42"	"0.66"	" (0.45-0.96)"	"4.8"	"0.029"
"5436"	"Q8NEW0"	"0.11"	"1.1"	" (0.77-1.6)"	"0.32"	"0.57"
"5437"	"Q8NEY1"	"0.15"	"1.2"	" (0.8-1.7)"	"0.6"	"0.44"
"5438"	"Q8NEY8"	"-0.16"	"0.85"	" (0.59-1.2)"	"0.7"	"0.4"
"5439"	"Q8NEZ2"	"0.39"	"1.5"	" (1-2.1)"	"4.2"	"0.04"
"5440"	"Q8NEZ3"	"-0.57"	"0.57"	" (0.39-0.82)"	"8.9"	"0.0028"
"5441"	"Q8NEZ4"	"0.13"	"1.1"	" (0.76-1.7)"	"0.39"	"0.53"
"5442"	"Q8NEZ5"	"-0.037"	"0.96"	" (0.67-1.4)"	"0.037"	"0.85"
"5443"	"Q8NF37"	"0.11"	"1.1"	" (0.77-1.6)"	"0.32"	"0.57"
"5444"	"Q8NF50"	"0.38"	"1.5"	" (1-2.1)"	"3.9"	"0.05"
"5445"	"Q8NF91"	"0.082"	"1.1"	" (0.75-1.6)"	"0.18"	"0.67"
"5446"	"Q8NFC6"	"-0.12"	"0.89"	" (0.61-1.3)"	"0.39"	"0.53"
"5447"	"Q8NFD5"	"-0.00075"	"1"	" (0.69-1.4)"	"1.6e-05"	"1"
"5448"	"Q8NFF5"	"-0.11"	"0.9"	" (0.62-1.3)"	"0.31"	"0.58"
"5449"	"Q8NFG4"	"-0.2"	"0.82"	" (0.53-1.2)"	"0.88"	"0.35"
"5450"	"Q8NFH3"	"0.17"	"1.2"	" (0.82-1.7)"	"0.85"	"0.36"
"5451"	"Q8NFH4"	"0.26"	"1.3"	" (0.9-1.9)"	"1.9"	"0.17"
"5452"	"Q8NFH5"	"-0.003"	"1"	" (0.69-1.4)"	"0.00025"	"0.99"
"5453"	"Q8NFH8"	"-0.083"	"0.92"	" (0.64-1.3)"	"0.19"	"0.66"
"5454"	"Q8NFI3"	"-0.18"	"0.83"	" (0.57-1.2)"	"0.94"	"0.33"
"5455"	"Q8NFJ5"	"0.62"	"1.9"	" (1.3-2.7)"	"10"	"0.0013"
"5456"	"Q8NFJ9"	"-0.18"	"0.83"	" (0.57-1.2)"	"0.87"	"0.35"
"5457"	"Q8NFL0"	"0.18"	"1.2"	" (0.81-1.8)"	"0.82"	"0.37"
"5458"	"Q8NFP9"	"-0.18"	"0.84"	" (0.58-1.2)"	"0.86"	"0.35"
"5459"	"Q8NFQ8"	"-0.0053"	"0.99"	" (0.69-1.4)"	"0.00078"	"0.98"
"5460"	"Q8NFT2"	"-0.064"	"0.94"	" (0.65-1.4)"	"0.11"	"0.74"
"5461"	"Q8NFU3"	"-0.13"	"0.88"	" (0.61-1.3)"	"0.45"	"0.5"
"5462"	"Q8NFV4"	"0.078"	"1.1"	" (0.75-1.6)"	"0.17"	"0.68"
"5463"	"Q8NFW1"	"-0.23"	"0.79"	" (0.52-1.2)"	"1.2"	"0.27"
"5464"	"Q8NFW8"	"0.21"	"1.2"	" (0.85-1.8)"	"1.3"	"0.26"
"5465"	"Q8NFX7"	"-0.3"	"0.74"	" (0.5-1.1)"	"2.2"	"0.14"
"5466"	"Q8NFZ0"	"-0.13"	"0.88"	" (0.58-1.3)"	"0.34"	"0.56"
"5467"	"Q8NFZ5"	"0.23"	"1.3"	" (0.85-1.9)"	"1.3"	"0.25"
"5468"	"Q8NFZ8"	"-0.24"	"0.78"	" (0.53-1.2)"	"1.4"	"0.23"
"5469"	"Q8NG11"	"0.6"	"1.8"	" (1.2-2.7)"	"9.8"	"0.0017"
"5470"	"Q8NHG7"	"0.013"	"1"	" (0.69-1.5)"	"0.0044"	"0.95"
"5471"	"Q8NHG8"	"-0.011"	"0.99"	" (0.68-1.4)"	"0.0034"	"0.95"
"5472"	"Q8NHH9"	"0.7"	"2"	" (1.4-2.9)"	"13"	"0.00028"
"5473"	"Q8NHJ6"	"-0.2"	"0.82"	" (0.53-1.3)"	"0.76"	"0.38"
"5474"	"Q8NHM5"	"0.015"	"1"	" (0.69-1.5)"	"0.0056"	"0.94"
"5475"	"Q8NHP6"	"0.41"	"1.5"	" (1-2.2)"	"4.7"	"0.031"
"5476"	"Q8NHP8"	"0.063"	"1.1"	" (0.73-1.5)"	"0.11"	"0.74"
"5477"	"Q8NHQ8"	"-0.015"	"0.99"	" (0.67-1.4)"	"0.0058"	"0.94"
"5478"	"Q8NHQ9"	"0.12"	"1.1"	" (0.78-1.6)"	"0.39"	"0.53"
"5479"	"Q8NHU6"	"0.16"	"1.2"	" (0.81-1.7)"	"0.75"	"0.39"
"5480"	"Q8NHV1"	"-0.18"	"0.84"	" (0.58-1.2)"	"0.88"	"0.35"
"5481"	"Q8NHV4"	"0.06"	"1.1"	" (0.73-1.5)"	"0.1"	"0.75"
"5482"	"Q8NHY2"	"-0.46"	"0.63"	" (0.42-0.95)"	"4.8"	"0.028"
"5483"	"Q8NHZ8"	"-0.036"	"0.96"	" (0.65-1.4)"	"0.033"	"0.86"
"5484"	"Q8NI08"	"-0.23"	"0.8"	" (0.55-1.2)"	"1.4"	"0.23"
"5485"	"Q8NI22"	"-0.13"	"0.88"	" (0.61-1.3)"	"0.44"	"0.51"
"5486"	"Q8NI27"	"0.26"	"1.3"	" (0.9-1.9)"	"1.9"	"0.17"
"5487"	"Q8NI35"	"0.5"	"1.6"	" (1.1-2.4)"	"6.8"	"0.0092"
"5488"	"Q8NI36"	"0.32"	"1.4"	" (0.95-2)"	"2.8"	"0.093"
"5489"	"Q8NI37"	"-0.08"	"0.92"	" (0.61-1.4)"	"0.15"	"0.7"
"5490"	"Q8NI60"	"-0.36"	"0.7"	" (0.48-1)"	"3.6"	"0.058"
"5491"	"Q8TAA9"	"0.072"	"1.1"	" (0.74-1.6)"	"0.15"	"0.7"
"5492"	"Q8TAC2"	"-0.0061"	"0.99"	" (0.65-1.5)"	"8e-04"	"0.98"
"5493"	"Q8TAD4"	"0.16"	"1.2"	" (0.81-1.7)"	"0.72"	"0.4"
"5494"	"Q8TAD7"	"-0.26"	"0.77"	" (0.51-1.2)"	"1.6"	"0.21"
"5495"	"Q8TAD8"	"-0.28"	"0.76"	" (0.52-1.1)"	"2.2"	"0.14"
"5496"	"Q8TAE8"	"-0.21"	"0.81"	" (0.56-1.2)"	"1.3"	"0.26"
"5497"	"Q8TAF3"	"-0.089"	"0.91"	" (0.63-1.3)"	"0.22"	"0.64"
"5498"	"Q8TAG9"	"0.14"	"1.1"	" (0.79-1.7)"	"0.53"	"0.47"
"5499"	"Q8TAL6"	"0.14"	"1.2"	" (0.74-1.8)"	"0.39"	"0.53"
"5500"	"Q8TAM2"	"-0.39"	"0.68"	" (0.45-1)"	"3.7"	"0.053"
"5501"	"Q8TAP6"	"-0.21"	"0.81"	" (0.53-1.3)"	"0.88"	"0.35"
"5502"	"Q8TAP9"	"-0.27"	"0.76"	" (0.5-1.2)"	"1.7"	"0.2"
"5503"	"Q8TAQ2"	"-0.16"	"0.85"	" (0.59-1.2)"	"0.75"	"0.39"
"5504"	"Q8TAT6"	"0.23"	"1.3"	" (0.87-1.8)"	"1.5"	"0.22"
"5505"	"Q8TAV0"	"-0.15"	"0.86"	" (0.55-1.3)"	"0.43"	"0.51"
"5506"	"Q8TAX9"	"0.12"	"1.1"	" (0.78-1.6)"	"0.41"	"0.52"
"5507"	"Q8TB03"	"0.64"	"1.9"	" (1.3-2.8)"	"11"	"0.00087"
"5508"	"Q8TB22"	"-0.044"	"0.96"	" (0.66-1.4)"	"0.053"	"0.82"
"5509"	"Q8TB24"	"0.39"	"1.5"	" (1-2.1)"	"4.1"	"0.043"
"5510"	"Q8TB36"	"-0.044"	"0.96"	" (0.66-1.4)"	"0.054"	"0.82"
"5511"	"Q8TB37"	"-0.26"	"0.77"	" (0.53-1.1)"	"1.9"	"0.17"
"5512"	"Q8TB40"	"0.078"	"1.1"	" (0.72-1.6)"	"0.14"	"0.71"
"5513"	"Q8TB45"	"-0.21"	"0.81"	" (0.56-1.2)"	"1.3"	"0.26"
"5514"	"Q8TB52"	"0.15"	"1.2"	" (0.76-1.8)"	"0.49"	"0.48"
"5515"	"Q8TB61"	"0.13"	"1.1"	" (0.79-1.7)"	"0.48"	"0.49"
"5516"	"Q8TB72"	"0.38"	"1.5"	" (1-2.1)"	"3.9"	"0.047"
"5517"	"Q8TB96"	"-0.066"	"0.94"	" (0.65-1.4)"	"0.12"	"0.73"
"5518"	"Q8TBA6"	"0.17"	"1.2"	" (0.82-1.7)"	"0.78"	"0.38"
"5519"	"Q8TBC3"	"0.0029"	"1"	" (0.69-1.5)"	"0.00023"	"0.99"
"5520"	"Q8TBC4"	"0.049"	"1"	" (0.72-1.5)"	"0.066"	"0.8"
"5521"	"Q8TBC5"	"-0.2"	"0.82"	" (0.53-1.3)"	"0.86"	"0.35"
"5522"	"Q8TBE9"	"0.12"	"1.1"	" (0.74-1.7)"	"0.31"	"0.58"
"5523"	"Q8TBF2"	"-0.044"	"0.96"	" (0.66-1.4)"	"0.055"	"0.82"
"5524"	"Q8TBF4"	"-0.019"	"0.98"	" (0.64-1.5)"	"0.0072"	"0.93"
"5525"	"Q8TBF5"	"-0.14"	"0.87"	" (0.6-1.3)"	"0.55"	"0.46"
"5526"	"Q8TBM8"	"0.067"	"1.1"	" (0.72-1.6)"	"0.11"	"0.74"
"5527"	"Q8TBN0"	"-0.41"	"0.66"	" (0.46-0.96)"	"4.7"	"0.031"
"5528"	"Q8TBP0"	"-0.12"	"0.88"	" (0.58-1.3)"	"0.33"	"0.56"
"5529"	"Q8TBP6"	"0.042"	"1"	" (0.72-1.5)"	"0.049"	"0.83"
"5530"	"Q8TBR7"	"-0.34"	"0.71"	" (0.48-1.1)"	"2.9"	"0.088"
"5531"	"Q8TBX8"	"0.01"	"1"	" (0.7-1.5)"	"0.0028"	"0.96"
"5532"	"Q8TBZ3"	"0.31"	"1.4"	" (0.93-2)"	"2.5"	"0.11"
"5533"	"Q8TC07"	"-0.093"	"0.91"	" (0.63-1.3)"	"0.24"	"0.62"
"5534"	"Q8TC12"	"0.077"	"1.1"	" (0.74-1.6)"	"0.16"	"0.69"
"5535"	"Q8TC26"	"-0.29"	"0.75"	" (0.48-1.2)"	"1.7"	"0.2"
"5536"	"Q8TC71"	"-0.62"	"0.54"	" (0.35-0.83)"	"8"	"0.0046"
"5537"	"Q8TCA0"	"0.032"	"1"	" (0.71-1.5)"	"0.029"	"0.87"
"5538"	"Q8TCB0"	"0.55"	"1.7"	" (1.2-2.5)"	"8.3"	"0.004"
"5539"	"Q8TCC3"	"0.11"	"1.1"	" (0.77-1.6)"	"0.31"	"0.58"
"5540"	"Q8TCD1"	"-0.48"	"0.62"	" (0.42-0.92)"	"5.7"	"0.017"
"5541"	"Q8TCD5"	"-0.17"	"0.84"	" (0.58-1.2)"	"0.81"	"0.37"
"5542"	"Q8TCE6"	"-0.37"	"0.69"	" (0.45-1.1)"	"2.9"	"0.086"
"5543"	"Q8TCF1"	"0.034"	"1"	" (0.71-1.5)"	"0.033"	"0.86"
"5544"	"Q8TCG1"	"0.48"	"1.6"	" (1.1-2.4)"	"5.1"	"0.024"
"5545"	"Q8TCG2"	"0.049"	"1.1"	" (0.72-1.5)"	"0.063"	"0.8"
"5546"	"Q8TCJ2"	"0.39"	"1.5"	" (1-2.1)"	"4.1"	"0.043"
"5547"	"Q8TCS8"	"-0.013"	"0.99"	" (0.68-1.4)"	"0.005"	"0.94"
"5548"	"Q8TCT7"	"-0.24"	"0.79"	" (0.53-1.2)"	"1.4"	"0.24"
"5549"	"Q8TCT8"	"0.2"	"1.2"	" (0.84-1.8)"	"1.1"	"0.3"
"5550"	"Q8TCT9"	"0.22"	"1.3"	" (0.86-1.8)"	"1.4"	"0.23"
"5551"	"Q8TCU6"	"0.16"	"1.2"	" (0.81-1.7)"	"0.69"	"0.41"
"5552"	"Q8TCX1"	"-0.13"	"0.87"	" (0.56-1.4)"	"0.35"	"0.56"
"5553"	"Q8TCY9"	"0.1"	"1.1"	" (0.75-1.6)"	"0.26"	"0.61"
"5554"	"Q8TCZ2"	"-0.81"	"0.44"	" (0.3-0.65)"	"18"	"2.5e-05"
"5555"	"Q8TD06"	"-0.053"	"0.95"	" (0.65-1.4)"	"0.079"	"0.78"
"5556"	"Q8TD16"	"0.33"	"1.4"	" (0.96-2)"	"3.1"	"0.08"
"5557"	"Q8TD19"	"0.075"	"1.1"	" (0.74-1.6)"	"0.16"	"0.69"
"5558"	"Q8TD22"	"-0.0071"	"0.99"	" (0.69-1.4)"	"0.0014"	"0.97"
"5559"	"Q8TD30"	"-0.26"	"0.77"	" (0.51-1.2)"	"1.5"	"0.22"
"5560"	"Q8TD43"	"0.22"	"1.2"	" (0.86-1.8)"	"1.3"	"0.25"
"5561"	"Q8TD55"	"0.084"	"1.1"	" (0.75-1.6)"	"0.2"	"0.66"
"5562"	"Q8TDB6"	"0.49"	"1.6"	" (1.1-2.4)"	"6.5"	"0.011"
"5563"	"Q8TDD1"	"0.34"	"1.4"	" (0.97-2)"	"3.2"	"0.075"
"5564"	"Q8TDH9"	"-0.24"	"0.79"	" (0.54-1.2)"	"1.5"	"0.22"
"5565"	"Q8TDJ6"	"0.33"	"1.4"	" (0.96-2)"	"3"	"0.083"
"5566"	"Q8TDL5"	"0.22"	"1.2"	" (0.86-1.8)"	"1.3"	"0.25"
"5567"	"Q8TDM6"	"0.2"	"1.2"	" (0.84-1.8)"	"1.1"	"0.3"
"5568"	"Q8TDN4"	"-0.86"	"0.42"	" (0.27-0.66)"	"15"	"0.00011"
"5569"	"Q8TDN6"	"0.22"	"1.2"	" (0.86-1.8)"	"1.4"	"0.24"
"5570"	"Q8TDP1"	"0.43"	"1.5"	" (1.1-2.2)"	"5.1"	"0.024"
"5571"	"Q8TDQ0"	"0.17"	"1.2"	" (0.79-1.8)"	"0.66"	"0.42"
"5572"	"Q8TDQ1"	"-0.028"	"0.97"	" (0.63-1.5)"	"0.016"	"0.9"
"5573"	"Q8TDQ7"	"-0.14"	"0.87"	" (0.6-1.3)"	"0.58"	"0.45"
"5574"	"Q8TDR0"	"0.18"	"1.2"	" (0.76-1.9)"	"0.6"	"0.44"
"5575"	"Q8TDW0"	"0.012"	"1"	" (0.69-1.5)"	"0.0035"	"0.95"
"5576"	"Q8TDX7"	"0.32"	"1.4"	" (0.94-2)"	"2.7"	"0.097"
"5577"	"Q8TDY2"	"0.43"	"1.5"	" (1.1-2.2)"	"5"	"0.025"
"5578"	"Q8TDY4"	"0.071"	"1.1"	" (0.74-1.6)"	"0.14"	"0.71"
"5579"	"Q8TDZ2"	"-0.02"	"0.98"	" (0.68-1.4)"	"0.011"	"0.92"
"5580"	"Q8TE02"	"-0.44"	"0.64"	" (0.43-0.95)"	"4.8"	"0.028"
"5581"	"Q8TE57"	"-0.45"	"0.64"	" (0.41-0.99)"	"4.2"	"0.041"
"5582"	"Q8TE67"	"-0.25"	"0.78"	" (0.54-1.1)"	"1.7"	"0.19"
"5583"	"Q8TE68"	"0.51"	"1.7"	" (1.1-2.4)"	"7.1"	"0.0076"
"5584"	"Q8TE77"	"0.029"	"1"	" (0.71-1.5)"	"0.024"	"0.88"
"5585"	"Q8TE82"	"-0.15"	"0.86"	" (0.59-1.3)"	"0.59"	"0.44"
"5586"	"Q8TEA1"	"-0.054"	"0.95"	" (0.64-1.4)"	"0.072"	"0.79"
"5587"	"Q8TEA7"	"-0.0027"	"1"	" (0.69-1.4)"	"0.00021"	"0.99"
"5588"	"Q8TEA8"	"-0.0024"	"1"	" (0.69-1.4)"	"0.00016"	"0.99"
"5589"	"Q8TEB1"	"-0.29"	"0.75"	" (0.52-1.1)"	"2.3"	"0.13"
"5590"	"Q8TED0"	"0.12"	"1.1"	" (0.77-1.6)"	"0.37"	"0.54"
"5591"	"Q8TED1"	"0.07"	"1.1"	" (0.74-1.6)"	"0.14"	"0.71"
"5592"	"Q8TED4"	"0.44"	"1.6"	" (1-2.3)"	"4.8"	"0.029"
"5593"	"Q8TEH3"	"-0.29"	"0.75"	" (0.51-1.1)"	"2.4"	"0.12"
"5594"	"Q8TEM1"	"-0.029"	"0.97"	" (0.67-1.4)"	"0.024"	"0.88"
"5595"	"Q8TEP8"	"0.031"	"1"	" (0.69-1.5)"	"0.023"	"0.88"
"5596"	"Q8TEQ0"	"0.31"	"1.4"	" (0.94-2)"	"2.7"	"0.1"
"5597"	"Q8TEQ6"	"0.46"	"1.6"	" (1.1-2.3)"	"5.8"	"0.016"
"5598"	"Q8TEQ8"	"0.11"	"1.1"	" (0.77-1.6)"	"0.36"	"0.55"
"5599"	"Q8TER0"	"-0.012"	"0.99"	" (0.68-1.4)"	"0.0039"	"0.95"
"5600"	"Q8TER5"	"-0.31"	"0.74"	" (0.51-1.1)"	"2.6"	"0.1"
"5601"	"Q8TET4"	"-0.32"	"0.72"	" (0.5-1.1)"	"2.9"	"0.089"
"5602"	"Q8TEU7"	"0.41"	"1.5"	" (1-2.2)"	"4.6"	"0.031"
"5603"	"Q8TEV9"	"0.039"	"1"	" (0.7-1.5)"	"0.037"	"0.85"
"5604"	"Q8TEW0"	"-0.32"	"0.72"	" (0.5-1.1)"	"2.9"	"0.088"
"5605"	"Q8TEW8"	"-0.38"	"0.69"	" (0.47-1)"	"3.9"	"0.048"
"5606"	"Q8TEX9"	"0.16"	"1.2"	" (0.81-1.7)"	"0.74"	"0.39"
"5607"	"Q8TF01"	"0.12"	"1.1"	" (0.76-1.7)"	"0.33"	"0.57"
"5608"	"Q8TF05"	"0.38"	"1.5"	" (1-2.1)"	"3.9"	"0.048"
"5609"	"Q8TF42"	"0.38"	"1.5"	" (1-2.1)"	"4"	"0.046"
"5610"	"Q8TF46"	"-0.37"	"0.69"	" (0.45-1.1)"	"2.9"	"0.091"
"5611"	"Q8TF65"	"-0.094"	"0.91"	" (0.63-1.3)"	"0.25"	"0.62"
"5612"	"Q8TF66"	"0.052"	"1.1"	" (0.73-1.5)"	"0.076"	"0.78"
"5613"	"Q8TF68"	"-0.36"	"0.7"	" (0.48-1)"	"3.5"	"0.062"
"5614"	"Q8TF72"	"-0.083"	"0.92"	" (0.64-1.3)"	"0.19"	"0.66"
"5615"	"Q8TF74"	"0.044"	"1"	" (0.72-1.5)"	"0.055"	"0.82"
"5616"	"Q8WTS6"	"-0.29"	"0.74"	" (0.51-1.1)"	"2.4"	"0.12"
"5617"	"Q8WTT2"	"0.26"	"1.3"	" (0.9-1.9)"	"1.9"	"0.17"
"5618"	"Q8WTV0"	"0.24"	"1.3"	" (0.88-1.8)"	"1.6"	"0.2"
"5619"	"Q8WTW3"	"0.12"	"1.1"	" (0.78-1.6)"	"0.4"	"0.53"
"5620"	"Q8WTW4"	"0.3"	"1.3"	" (0.9-2)"	"2.1"	"0.15"
"5621"	"Q8WU39"	"0.22"	"1.3"	" (0.86-1.8)"	"1.4"	"0.24"
"5622"	"Q8WU67"	"0.085"	"1.1"	" (0.73-1.6)"	"0.18"	"0.67"
"5623"	"Q8WU76"	"0.058"	"1.1"	" (0.73-1.5)"	"0.093"	"0.76"
"5624"	"Q8WU79"	"-0.099"	"0.91"	" (0.62-1.3)"	"0.27"	"0.6"
"5625"	"Q8WU90"	"0.19"	"1.2"	" (0.83-1.7)"	"0.99"	"0.32"
"5626"	"Q8WUA2"	"-0.0027"	"1"	" (0.69-1.4)"	"0.00021"	"0.99"
"5627"	"Q8WUA4"	"-0.1"	"0.9"	" (0.62-1.3)"	"0.31"	"0.58"
"5628"	"Q8WUA7"	"0.054"	"1.1"	" (0.73-1.5)"	"0.082"	"0.77"
"5629"	"Q8WUA8"	"0.26"	"1.3"	" (0.87-1.9)"	"1.6"	"0.2"
"5630"	"Q8WUB8"	"-0.27"	"0.76"	" (0.52-1.1)"	"1.9"	"0.16"
"5631"	"Q8WUD1"	"-0.028"	"0.97"	" (0.67-1.4)"	"0.021"	"0.88"
"5632"	"Q8WUD4"	"-0.29"	"0.75"	" (0.52-1.1)"	"2.3"	"0.13"
"5633"	"Q8WUF5"	"0.2"	"1.2"	" (0.84-1.8)"	"1.1"	"0.29"
"5634"	"Q8WUF8"	"-0.17"	"0.84"	" (0.58-1.2)"	"0.79"	"0.37"
"5635"	"Q8WUH1"	"0.014"	"1"	" (0.69-1.5)"	"0.0053"	"0.94"
"5636"	"Q8WUH2"	"0.017"	"1"	" (0.7-1.5)"	"0.0082"	"0.93"
"5637"	"Q8WUH6"	"0.21"	"1.2"	" (0.85-1.8)"	"1.2"	"0.28"
"5638"	"Q8WUI4"	"0.13"	"1.1"	" (0.78-1.6)"	"0.44"	"0.51"
"5639"	"Q8WUJ3"	"-0.069"	"0.93"	" (0.63-1.4)"	"0.12"	"0.73"
"5640"	"Q8WUK0"	"-0.066"	"0.94"	" (0.65-1.4)"	"0.12"	"0.73"
"5641"	"Q8WUM0"	"0.26"	"1.3"	" (0.89-1.9)"	"1.9"	"0.17"
"5642"	"Q8WUM4"	"-0.088"	"0.92"	" (0.63-1.3)"	"0.22"	"0.64"
"5643"	"Q8WUN7"	"-0.39"	"0.68"	" (0.45-1)"	"3.4"	"0.067"
"5644"	"Q8WUP2"	"-0.31"	"0.73"	" (0.51-1.1)"	"2.6"	"0.1"
"5645"	"Q8WUQ7"	"0.045"	"1"	" (0.72-1.5)"	"0.055"	"0.81"
"5646"	"Q8WUR7"	"-0.25"	"0.78"	" (0.54-1.1)"	"1.8"	"0.18"
"5647"	"Q8WUU5"	"-0.061"	"0.94"	" (0.63-1.4)"	"0.091"	"0.76"
"5648"	"Q8WUW1"	"0.41"	"1.5"	" (1-2.2)"	"4.6"	"0.033"
"5649"	"Q8WUX1"	"-0.052"	"0.95"	" (0.61-1.5)"	"0.053"	"0.82"
"5650"	"Q8WUX9"	"-0.23"	"0.8"	" (0.55-1.2)"	"1.4"	"0.23"
"5651"	"Q8WUY1"	"0.17"	"1.2"	" (0.81-1.7)"	"0.76"	"0.38"
"5652"	"Q8WUY3"	"0.3"	"1.4"	" (0.89-2.1)"	"2"	"0.16"
"5653"	"Q8WUY8"	"-0.21"	"0.81"	" (0.56-1.2)"	"1.2"	"0.28"
"5654"	"Q8WUZ0"	"-0.19"	"0.83"	" (0.57-1.2)"	"1"	"0.32"
"5655"	"Q8WV19"	"0.14"	"1.2"	" (0.8-1.7)"	"0.58"	"0.45"
"5656"	"Q8WV22"	"0.17"	"1.2"	" (0.81-1.7)"	"0.8"	"0.37"
"5657"	"Q8WV24"	"0.094"	"1.1"	" (0.72-1.7)"	"0.19"	"0.66"
"5658"	"Q8WV28"	"-0.23"	"0.8"	" (0.54-1.2)"	"1.3"	"0.25"
"5659"	"Q8WV41"	"-0.23"	"0.8"	" (0.55-1.2)"	"1.4"	"0.23"
"5660"	"Q8WV74"	"-0.57"	"0.57"	" (0.36-0.89)"	"6.1"	"0.014"
"5661"	"Q8WV92"	"0.25"	"1.3"	" (0.86-1.9)"	"1.5"	"0.23"
"5662"	"Q8WV93"	"-0.065"	"0.94"	" (0.64-1.4)"	"0.11"	"0.74"
"5663"	"Q8WV99"	"-0.023"	"0.98"	" (0.65-1.5)"	"0.013"	"0.91"
"5664"	"Q8WVB3"	"0.0019"	"1"	" (0.67-1.5)"	"8.3e-05"	"0.99"
"5665"	"Q8WVC0"	"0.12"	"1.1"	" (0.78-1.6)"	"0.38"	"0.54"
"5666"	"Q8WVC6"	"-0.42"	"0.66"	" (0.45-0.95)"	"4.9"	"0.027"
"5667"	"Q8WVD5"	"0.4"	"1.5"	" (0.99-2.3)"	"3.6"	"0.056"
