symbol	Entrez	UNIPROT	EV_number of experiment	Colorectal cancer cells	Ovarian cancer cells	Breast cancer cells	Kidney cancer cells	Glioblastoma cells	Lung cancer cells	Stomach cancer cells	Hepatoma cells	Pancreatic cancer cells	Pancreatic adenocarcinoma cells
ARL2BP	23568	Q9Y2Y0	13	1	4	1	4	0	3	0	0	0	0
PAF1	54623	Q8N7H5	13	2	3	1	5	0	2	0	0	0	0
ACTR3B	57180	Q9P1U1	13	9	4	0	0	0	0	0	0	0	0
FAM126A	84668	Q9BYI3	13	3	3	2	4	0	1	0	0	0	0
MRPL10	124995	Q7Z7H8	13	4	4	1	1	0	3	0	0	0	0
NR2C2AP	126382	Q86WQ0	13	3	4	2	3	0	1	0	0	0	0
LAYN	143903	Q6UX15	13	2	3	1	3	0	4	0	0	0	0
SNX33	257364	Q8WV41	13	2	4	0	5	0	2	0	0	0	0
ATP11C	286410	Q8NB49	13	5	3	0	2	0	3	0	0	0	0
ACADM	34	P11310	13	3	3	3	0	0	4	0	0	0	0
CHD1	1105	O14646	13	0	2	2	5	0	4	0	0	0	0
CPT2	1376	P23786	13	1	4	2	4	0	2	0	0	0	0
EVI2B	2124	P34910	13	1	3	2	2	0	5	0	0	0	0
FAT2	2196	Q9NYQ8	13	1	4	1	5	0	2	0	0	0	0
ITGB7	3695	P26010	13	4	3	3	1	0	2	0	0	0	0
PDE1C	5137	Q14123	13	1	2	2	3	0	5	0	0	0	0
SIM2	6493	Q14190	13	1	3	2	3	0	4	0	0	0	0
SKIL	6498	P12757	13	2	1	2	3	0	5	0	0	0	0
TAF10	6881	Q12962	13	2	4	1	2	0	4	0	0	0	0
SHOC2	8036	Q9UQ13	13	2	4	1	1	0	5	0	0	0	0
TRRAP	8295	Q9Y4A5	13	3	2	2	5	0	1	0	0	0	0
MTMR2	8898	Q13614	13	5	2	1	0	0	5	0	0	0	0
PRPF3	9129	O43395	13	0	0	4	5	0	4	0	0	0	0
GREB1	9687	Q4ZG55	13	3	4	0	0	0	6	0	0	0	0
DHX38	9785	Q92620	13	5	4	0	4	0	0	0	0	0	0
ADAMTS7	11173	Q9UKP4	13	2	3	2	2	0	4	0	0	0	0
PCLO	27445	Q9Y6V0	13	6	3	2	0	0	2	0	0	0	0
IGHV3-23	28442	P01764	13	2	2	1	4	0	4	0	0	0	0
TRAT1	50852	Q6PIZ9	13	3	2	1	3	0	4	0	0	0	0
GPRC5B	51704	Q9NZH0	13	3	5	1	2	2	0	0	0	0	0
DPM3	54344	Q9P2X0	13	1	2	2	3	0	5	0	0	0	0
ALKBH5	54890	Q6P6C2	13	2	2	4	1	0	4	0	0	0	0
PSPC1	55269	Q8WXF1	13	2	9	1	1	0	0	0	0	0	0
SEMA4A	64218	Q9H3S1	13	3	1	2	4	0	3	0	0	0	0
UBE2Z	65264	Q9H832	13	4	6	2	0	0	1	0	0	0	0
SLC25A22	79751	Q9H936	13	5	3	0	4	0	1	0	0	0	0
TRABD	80305	Q9H4I3	13	6	2	1	2	0	2	0	0	0	0
PRR7	80758	Q8TB68	13	3	4	1	2	0	3	0	0	0	0
FCRLA	84824	Q7L513	13	6	1	0	2	0	4	0	0	0	0
SESTD1	91404	Q86VW0	13	2	2	2	2	0	5	0	0	0	0
EMC10	284361	Q5UCC4	13	1	3	3	6	0	0	0	0	0	0
SFT2D2	375035	O95562	13	3	5	2	3	0	0	0	0	0	0
ANKRD61	100310846	A6NGH8	13	1	4	3	5	0	0	0	0	0	0
AGL	178	P35573	13	2	6	4	0	0	1	0	0	0	0
CHD3	1107	Q12873	13	8	3	0	2	0	0	0	0	0	0
DOCK2	1794	Q92608	13	2	4	0	3	0	4	0	0	0	0
EIF2B1	1967	Q14232	13	3	4	3	0	0	3	0	0	0	0
STX2	2054	P32856	13	5	3	0	4	0	1	0	0	0	0
EFEMP1	2202	Q12805	13	2	5	1	1	0	4	0	0	0	0
GCSH	2653	P23434	13	3	2	1	5	0	2	0	0	0	0
GMPR	2766	P36959	13	3	4	1	3	0	2	0	0	0	0
MSH6	2956	P52701	13	3	7	3	0	0	0	0	0	0	0
HCLS1	3059	P14317	13	4	4	0	3	0	2	0	0	0	0
MAGEB2	4113	O15479	13	4	5	1	2	0	1	0	0	0	0
MGP	4256	P08493	13	4	3	3	2	0	1	0	0	0	0
MPG	4350	P29372	13	4	4	3	0	0	2	0	0	0	0
P2RY2	5029	P41231	13	3	4	0	3	0	3	0	0	0	0
SLC22A5	6584	O76082	13	5	1	2	3	0	2	0	0	0	0
STX1A	6804	Q16623	13	5	2	3	1	0	2	0	0	0	0
TFPI	7035	P10646	13	0	4	4	4	0	1	0	0	0	0
ZNF214	7761	Q9UL59	13	2	1	2	4	0	4	0	0	0	0
LRP8	7804	Q14114	13	4	3	0	2	0	4	0	0	0	0
LARGE	9215	O95461	13	2	3	3	3	0	2	0	0	0	0
RNF40	9810	O75150	13	6	3	1	1	0	2	0	0	0	0
LPCAT3	10162	Q6P1A2	13	5	2	2	1	0	3	0	0	0	0
TOMM40	10452	O96008	13	1	3	3	5	0	1	0	0	0	0
COG5	10466	Q9UP83	13	1	4	3	1	0	4	0	0	0	0
DPYSL4	10570	O14531	13	5	1	3	1	0	3	0	0	0	0
ARID5A	10865	Q03989	13	4	3	3	1	0	2	0	0	0	0
GABARAP	11337	O95166	13	3	6	1	3	0	0	0	0	0	0
DICER1	23405	Q9UPY3	13	3	4	2	1	0	3	0	0	0	0
TMED3	23423	Q9Y3Q3	13	0	4	1	5	0	3	0	0	0	0
SNAPIN	23557	O95295	13	5	1	2	2	0	3	0	0	0	0
SETBP1	26040	Q9Y6X0	13	3	4	0	4	0	2	0	0	0	0
FAM162A	26355	Q96A26	13	4	2	2	2	0	3	0	0	0	0
AATF	26574	Q9NY61	13	4	2	0	2	0	5	0	0	0	0
REPIN1	29803	Q9BWE0	13	3	3	1	1	0	5	0	0	0	0
COPS7A	50813	Q9UBW8	13	2	4	0	3	0	4	0	0	0	0
VILL	50853	O15195	13	6	1	0	3	0	3	0	0	0	0
COQ6	51004	Q9Y2Z9	13	4	4	1	2	0	2	0	0	0	0
CALHM2	51063	Q9HA72	13	2	5	1	2	0	3	0	0	0	0
POLR1D	51082	P0DPB6	13	7	1	1	2	0	2	0	0	0	0
DUOX1	53905	Q9NRD9	13	3	4	2	2	0	2	0	0	0	0
FBXL12	54850	Q9NXK8	13	2	3	1	4	0	3	0	0	0	0
YTHDF1	54915	Q9BYJ9	13	3	3	2	3	0	2	0	0	0	0
IMP3	55272	Q9NV31	13	1	4	1	3	0	4	0	0	0	0
TSR1	55720	Q2NL82	13	3	2	2	1	0	5	0	0	0	0
PSENEN	55851	Q9NZ42	13	2	2	4	4	0	1	0	0	0	0
SLC25A40	55972	Q8TBP6	13	3	3	1	2	0	4	0	0	0	0
RHBDD2	57414	Q6NTF9	13	4	2	2	1	0	4	0	0	0	0
SIL1	64374	Q9H173	13	3	2	4	3	0	1	0	0	0	0
MRPS24	64951	Q96EL2	13	0	3	3	2	0	5	0	0	0	0
SLC26A6	65010	Q9BXS9	13	4	3	3	2	0	1	0	0	0	0
C6orf211	79624	Q9H993	13	7	4	0	2	0	0	0	0	0	0
QTRTD1	79691	Q9H974	13	3	2	0	5	0	3	0	0	0	0
SVEP1	79987	Q4LDE5	13	3	2	2	3	0	3	0	0	0	0
SLC44A4	80736	Q53GD3	13	5	1	2	1	0	4	0	0	0	0
ABHD11	83451	Q8NFV4	13	3	3	4	2	0	1	0	0	0	0
CGNL1	84952	Q0VF96	13	5	3	1	4	0	0	0	0	0	0
CTHRC1	115908	Q96CG8	13	2	5	2	1	0	3	0	0	0	0
FAM210A	125228	Q96ND0	13	5	2	0	4	0	2	0	0	0	0
PDE12	201626	Q6L8Q7	13	8	1	3	0	0	1	0	0	0	0
LURAP1L	286343	Q8IV03	13	2	4	0	2	0	5	0	0	0	0
C7orf59	389541	Q0VGL1	13	4	0	4	2	0	3	0	0	0	0
MED11	400569	Q9P086	13	3	2	3	2	0	3	0	0	0	0
ACOT1	641371	Q86TX2	13	1	6	3	3	0	0	0	0	0	0
ZBED6	100381270	P86452	13	4	3	0	2	0	4	0	0	0	0
PTGES3L-AARSD1	100885850	Q9BTE6	13	2	4	1	3	0	3	0	0	0	0
BDH1	622	Q02338	13	3	3	2	2	0	3	0	0	0	0
CALCA	796	P01258	13	3	4	2	2	0	2	0	0	0	0
CD3E	916	P07766	13	2	3	2	4	0	2	0	0	0	0
CES1	1066	P23141	13	2	5	2	1	0	3	0	0	0	0
CST6	1474	Q15828	13	3	4	2	3	0	1	0	0	0	0
DLD	1738	P09622	13	6	1	2	1	0	3	0	0	0	0
DSC3	1825	Q14574	13	3	6	1	2	0	1	0	0	0	0
HAGH	3029	Q16775	13	4	1	3	3	0	2	0	0	0	0
HAS2	3037	Q92819	13	3	2	2	2	0	4	0	0	0	0
HMOX1	3162	P09601	13	3	2	2	1	0	5	0	0	0	0
IGFBP6	3489	P24592	13	3	2	1	4	0	3	0	0	0	0
KIT	3815	P10721	13	2	4	1	1	0	5	0	0	0	0
LAIR1	3903	Q6GTX8	13	3	5	1	1	0	3	0	0	0	0
NDUFS8	4728	O00217	13	3	2	3	0	0	5	0	0	0	0
PLCL1	5334	Q15111	13	3	2	2	4	0	2	0	0	0	0
RAD21	5885	O60216	13	8	3	0	0	0	2	0	0	0	0
RARRES2	5919	Q99969	13	3	3	1	2	0	4	0	0	0	0
CXCL5	6374	P42830	13	2	1	2	5	0	3	0	0	0	0
CXCL12	6387	P48061	13	3	0	2	2	0	6	0	0	0	0
STAT2	6773	P52630	13	5	3	1	1	0	3	0	0	0	0
UBE2A	7319	P49459	13	5	0	0	5	0	3	0	0	0	0
UBP1	7342	Q9NZI7	13	5	5	3	0	0	0	0	0	0	0
XDH	7498	P47989	13	2	4	3	2	0	2	0	0	0	0
TPST1	8460	O60507	13	1	2	2	4	0	4	0	0	0	0
SH2D2A	9047	Q9NP31	13	3	4	3	3	0	0	0	0	0	0
EIF4E2	9470	O60573	13	3	2	0	3	0	5	0	0	0	0
MPDU1	9526	O75352	13	7	1	2	0	0	3	0	0	0	0
SDC3	9672	O75056	13	5	2	0	1	0	5	0	0	0	0
URB1	9875	O60287	13	5	4	2	1	0	1	0	0	0	0
HS3ST1	9957	O14792	13	5	3	1	1	0	3	0	0	0	0
SLC23A2	9962	Q9UGH3	13	6	1	2	1	0	3	0	0	0	0
C14orf1	11161	Q9UKR5	13	2	2	2	2	0	5	0	0	0	0
PDS5B	23047	Q9NTI5	13	4	5	2	1	0	1	0	0	0	0
NUP205	23165	Q92621	13	3	3	3	1	0	3	0	0	0	0
ANKRD12	23253	Q6UB98	13	3	3	4	1	0	2	0	0	0	0
NCAPD3	23310	P42695	13	2	6	1	2	0	2	0	0	0	0
MXRA5	25878	Q9NR99	13	3	0	3	4	0	3	0	0	0	0
LRP10	26020	Q7Z4F1	13	3	3	1	5	0	1	0	0	0	0
RAB11FIP5	26056	Q9BXF6	13	2	1	1	4	0	5	0	0	0	0
AP3M1	26985	Q9Y2T2	13	2	7	1	0	0	3	0	0	0	0
LSM3	27258	P62310	13	2	4	1	3	0	3	0	0	0	0
TOR2A	27433	Q5JU69	13	3	1	1	3	0	5	0	0	0	0
NT5C	30833	Q8TCD5	13	5	2	1	4	0	1	0	0	0	0
NIP7	51388	Q9Y221	13	3	3	2	1	0	4	0	0	0	0
FAM96B	51647	Q9Y3D0	13	3	2	2	0	0	6	0	0	0	0
PADI3	51702	Q9ULW8	13	2	0	4	4	0	3	0	0	0	0
C21orf58	54058	P58505	13	1	2	4	4	0	2	0	0	0	0
EXOC6	54536	Q8TAG9	13	7	2	1	3	0	0	0	0	0	0
C4orf21	55345	Q86YA3	13	2	3	2	1	0	5	0	0	0	0
RCOR3	55758	Q9P2K3	13	3	5	1	1	0	3	0	0	0	0
RNF20	56254	Q5VTR2	13	3	2	0	3	0	5	0	0	0	0
NIT2	56954	Q9NQR4	13	6	5	2	0	0	0	0	0	0	0
NIF3L1	60491	Q9GZT8	13	4	3	2	2	0	2	0	0	0	0
RHBDF1	64285	Q96CC6	13	1	6	0	4	0	2	0	0	0	0
RBM15	64783	Q96T37	13	3	4	1	4	0	1	0	0	0	0
MRPL41	64975	Q8IXM3	13	3	2	3	2	0	3	0	0	0	0
HSD3B7	80270	Q9H2F3	13	5	2	4	1	0	1	0	0	0	0
TSGA10	80705	Q9BZW7	13	2	1	1	5	0	4	0	0	0	0
GDPD5	81544	Q8WTR4	13	2	7	3	0	0	1	0	0	0	0
C1QTNF6	114904	Q9BXI9	13	6	4	1	2	0	0	0	0	0	0
ANKRD22	118932	Q5VYY1	13	3	1	3	2	0	4	0	0	0	0
SFXN2	118980	Q96NB2	13	4	1	3	3	0	2	0	0	0	0
TAMM41	132001	Q96BW9	13	3	3	3	4	0	0	0	0	0	0
A2ML1	144568	A8K2U0	13	4	2	4	1	0	2	0	0	0	0
LCA5L	150082	O95447	13	4	1	3	2	0	3	0	0	0	0
VPS37D	155382	Q86XT2	13	2	5	1	2	0	3	0	0	0	0
OLFML2A	169611	Q68BL7	13	3	3	3	0	0	4	0	0	0	0
MRPL21	219927	Q7Z2W9	13	3	4	1	3	0	2	0	0	0	0
EFHA1	221154	Q8IYU8	13	4	3	2	2	0	2	0	0	0	0
CCZ1B	221960	P86790	13	3	3	3	0	0	4	0	0	0	0
HMCN2	256158	Q8NDA2	13	6	1	3	0	0	3	0	0	0	0
TGM6	343641	O95932	13	1	4	2	3	0	3	0	0	0	0
CA13	377677	Q8N1Q1	13	2	4	2	2	0	3	0	0	0	0
C12orf75	387882	Q8TAD7	13	5	1	1	5	0	1	0	0	0	0
CALB2	794	P22676	13	2	2	3	3	0	3	0	0	0	0
CASP8	841	Q14790	13	4	3	2	2	0	2	0	0	0	0
CD1C	911	P29017	13	2	2	4	1	0	4	0	0	0	0
CD4	920	P01730	13	3	4	2	3	0	1	0	0	0	0
ENTPD1	953	P49961	13	4	3	1	2	0	3	0	0	0	0
CDA	978	P32320	13	1	4	3	3	0	2	0	0	0	0
DEFA5	1670	Q01523	13	4	4	2	0	0	3	0	0	0	0
E2F2	1870	Q14209	13	4	2	2	2	0	3	0	0	0	0
GP2	2813	P55259	13	7	1	1	2	0	2	0	0	0	0
HGD	3081	Q93099	13	6	2	1	2	0	2	0	0	0	0
IL7R	3575	P16871	13	4	2	2	1	0	4	0	0	0	0
LFNG	3955	Q8NES3	13	4	2	1	4	0	2	0	0	0	0
MAGEA11	4110	P43364	13	5	3	2	2	0	1	0	0	0	0
NAGLU	4669	P54802	13	5	1	2	3	0	2	0	0	0	0
NPR2	4882	P20594	13	5	2	1	1	0	4	0	0	0	0
POLD2	5425	P49005	13	3	3	2	2	0	3	0	0	0	0
PTGS1	5742	P23219	13	4	3	2	4	0	0	0	0	0	0
RAB27A	5873	P51159	13	4	2	3	1	0	3	0	0	0	0
RHAG	6005	Q02094	13	2	3	3	1	0	4	0	0	0	0
SERPINB4	6318	P48594	13	2	4	0	4	0	3	0	0	0	0
SDHA	6389	P31040	13	3	6	1	2	0	1	0	0	0	0
SCG5	6447	P05408	13	3	1	0	6	0	3	0	0	0	0
TIAL1	7073	Q01085	13	1	5	2	2	0	3	0	0	0	0
TLR2	7097	O60603	13	1	3	2	4	0	3	0	0	0	0
UQCRFS1	7386	P47985	13	1	4	3	2	0	3	0	0	0	0
TSC22D1	8848	Q15714	13	2	4	3	2	0	2	0	0	0	0
UBA3	9039	Q8TBC4	13	5	5	0	2	0	1	0	0	0	0
MAP3K6	9064	O95382	13	3	1	3	2	0	4	0	0	0	0
XPR1	9213	Q9UBH6	13	0	5	2	1	0	5	0	0	0	0
ARHGAP29	9411	Q52LW3	13	3	3	2	0	0	5	0	0	0	0
CELSR1	9620	Q9NYQ6	13	2	3	1	4	0	3	0	0	0	0
PHF14	9678	O94880	13	1	5	1	2	0	4	0	0	0	0
GINS1	9837	Q14691	13	3	5	0	0	0	5	0	0	0	0
MAGEC1	9947	O60732	13	4	4	0	2	0	3	0	0	0	0
DNAJB6	10049	O75190	13	5	4	1	0	0	3	0	0	0	0
USH1C	10083	Q9Y6N9	13	2	4	2	2	0	3	0	0	0	0
SLC9A6	10479	Q92581	13	4	4	0	5	0	0	0	0	0	0
OLFM4	10562	Q6UX06	13	7	2	1	3	0	0	0	0	0	0
RUFY3	22902	Q7L099	13	3	4	2	3	0	1	0	0	0	0
ARL6IP1	23204	Q15041	13	4	5	2	2	0	0	0	0	0	0
KPNA6	23633	O60684	13	4	5	2	1	0	1	0	0	0	0
SOSTDC1	25928	Q6X4U4	13	5	1	0	4	0	3	0	0	0	0
LSM14A	26065	Q8ND56	13	3	1	1	3	0	5	0	0	0	0
PRPF31	26121	Q8WWY3	13	3	5	2	1	0	2	0	0	0	0
IGHV1-69	28461	P01742	13	3	0	1	3	0	6	0	0	0	0
SLC25A24	29957	Q6NUK1	13	4	3	2	1	0	3	0	0	0	0
RHOD	29984	O00212	13	3	4	2	1	0	3	0	0	0	0
COQ4	51117	Q9Y3A0	13	2	1	2	4	0	4	0	0	0	0
IER3IP1	51124	Q9Y5U9	13	0	4	3	2	0	4	0	0	0	0
HERC5	51191	Q9UII4	13	1	3	3	1	0	5	0	0	0	0
YPEL5	51646	P62699	13	1	4	3	3	0	2	0	0	0	0
MRPS23	51649	Q9Y3D9	13	2	3	0	3	0	5	0	0	0	0
FAM3B	54097	P58499	13	2	2	2	2	0	5	0	0	0	0
SASH3	54440	O75995	13	2	2	3	3	0	3	0	0	0	0
EPN3	55040	Q9H201	13	4	1	4	4	0	0	0	0	0	0
DDX27	55661	Q96GQ7	13	2	2	1	4	0	4	0	0	0	0
NPDC1	56654	Q9NQX5	13	3	3	4	3	0	0	0	0	0	0
C16orf62	57020	Q7Z3J2	13	2	3	3	0	0	5	0	0	0	0
NHSL1	57224	Q5SYE7	13	5	2	1	1	0	4	0	0	0	0
GBA2	57704	Q9HCG7	13	3	4	3	1	0	2	0	0	0	0
TRAPPC1	58485	Q9Y5R8	13	2	1	0	2	0	8	0	0	0	0
NDRG4	65009	Q9ULP0	13	3	3	0	2	0	5	0	0	0	0
VPS33A	65082	Q96AX1	13	3	2	2	3	0	3	0	0	0	0
ATP13A3	79572	Q9H7F0	13	1	5	2	4	0	1	0	0	0	0
GALNT14	79623	Q96FL9	13	3	2	1	2	0	5	0	0	0	0
ULBP2	80328	Q9BZM5	13	2	2	2	3	0	4	0	0	0	0
MED10	84246	Q9BTT4	13	4	3	0	3	0	3	0	0	0	0
MAK16	84549	Q9BXY0	13	3	2	1	4	0	3	0	0	0	0
AJUBA	84962	Q96IF1	13	3	2	2	5	0	1	0	0	0	0
HTRA3	94031	P83110	13	3	4	1	5	0	0	0	0	0	0
KCTD12	115207	Q96CX2	13	4	2	1	1	1	4	0	0	0	0
ANTXR2	118429	P58335	13	4	3	1	1	0	4	0	0	0	0
LSM12	124801	Q3MHD2	13	1	4	1	4	0	3	0	0	0	0
CHAMP1	283489	Q96JM3	13	4	2	2	0	0	5	0	0	0	0
FBLL1	345630	A6NHQ2	13	3	1	4	5	0	0	0	0	0	0
TNFAIP8L2-SCNM1	100534012	Q9BWG6	13	1	5	1	1	0	5	0	0	0	0
CEACAM8	1088	P31997	13	2	4	1	2	0	4	0	0	0	0
CLPTM1	1209	O96005	13	2	4	1	3	0	3	0	0	0	0
COL6A3	1293	P12111	13	2	6	3	0	1	1	0	0	0	0
CRIP1	1396	P50238	13	4	2	1	1	0	5	0	0	0	0
DTNB	1838	O60941	13	6	3	0	2	0	2	0	0	0	0
FUT8	2530	Q9BYC5	13	4	5	0	2	0	2	0	0	0	0
GBP1	2633	P32455	13	6	1	3	2	0	1	0	0	0	0
ICT1	3396	Q14197	13	5	2	3	1	0	2	0	0	0	0
KIR3DL2	3812	P43630	13	2	1	2	6	0	2	0	0	0	0
LRP6	4040	O75581	13	6	3	1	3	0	0	0	0	0	0
NEB	4703	P20929	13	2	5	1	3	0	2	0	0	0	0
PGAM2	5224	P15259	13	9	4	0	0	0	0	0	0	0	0
SERPINB3	6317	P29508	13	4	3	3	2	0	1	0	0	0	0
SKIV2L	6499	Q15477	13	5	3	0	1	0	4	0	0	0	0
UBE2G1	7326	P62253	13	2	4	4	1	0	2	0	0	0	0
VLDLR	7436	P98155	13	2	4	3	2	0	2	0	0	0	0
VWF	7450	P04275	13	3	3	4	1	0	1	0	0	0	1
WEE1	7465	P30291	13	3	4	2	3	0	1	0	0	0	0
ZNF185	7739	O15231	13	2	2	2	4	0	3	0	0	0	0
ASH2L	9070	Q9UBL3	13	6	0	2	4	0	1	0	0	0	0
RGN	9104	Q15493	13	3	3	2	2	0	3	0	0	0	0
OTOF	9381	Q9HC10	13	2	2	3	3	0	3	0	0	0	0
NUP153	9972	P49790	13	3	3	3	3	0	1	0	0	0	0
OLFM1	10439	Q99784	13	5	4	2	1	0	1	0	0	0	0
NEU3	10825	Q9UQ49	13	4	1	2	4	0	2	0	0	0	0
NLRP1	22861	Q9C000	13	2	1	2	4	0	4	0	0	0	0
ERC1	23085	Q8IUD2	13	2	3	0	5	0	3	0	0	0	0
NCS1	23413	P62166	13	0	4	3	2	0	4	0	0	0	0
ATP6V0A2	23545	Q9Y487	13	3	3	4	1	0	2	0	0	0	0
TTC33	23548	Q6PID6	13	2	5	1	4	0	1	0	0	0	0
RAD54B	25788	Q9Y620	13	4	3	2	4	0	0	0	0	0	0
ASF1A	25842	Q9Y294	13	4	3	2	3	0	1	0	0	0	0
REXO2	25996	Q9Y3B8	13	4	1	2	2	0	4	0	0	0	0
VPS41	27072	P49754	13	3	3	0	4	0	3	0	0	0	0
COMMD9	29099	Q9P000	13	1	4	1	1	0	6	0	0	0	0
C16orf80	29105	Q9Y6A4	13	3	1	2	1	0	6	0	0	0	0
SIAE	54414	Q9HAT2	13	6	1	2	3	0	1	0	0	0	0
NCLN	56926	Q969V3	13	1	4	1	3	0	4	0	0	0	0
MRPS22	56945	P82650	13	2	2	3	5	0	1	0	0	0	0
CWC22	57703	Q9HCG8	13	2	4	1	1	0	5	0	0	0	0
WFDC1	58189	Q9HC57	13	4	1	1	5	0	2	0	0	0	0
CPED1	79974	Q9H6Q5	13	4	2	2	4	0	1	0	0	0	0
C11orf68	83638	Q9H3H3	13	4	2	1	0	0	6	0	0	0	0
PARP9	83666	Q8IXQ6	13	5	5	0	2	0	1	0	0	0	0
LMF2	91289	Q9BU23	13	3	0	2	4	0	4	0	0	0	0
MRRF	92399	Q96E11	13	2	2	2	5	0	2	0	0	0	0
LOC93432	93432	Q2M2H8	13	4	3	2	2	0	2	0	0	0	0
C1orf85	112770	Q8WWB7	13	3	4	2	4	0	0	0	0	0	0
CGB1	114335	A6NKQ9	13	2	5	2	0	0	4	0	0	0	0
LYPD1	116372	Q8N2G4	13	4	3	1	1	0	4	0	0	0	0
RFTN2	130132	Q52LD8	13	3	3	3	1	0	3	0	0	0	0
RPL10L	140801	Q96L21	13	7	6	0	0	0	0	0	0	0	0
GPR180	160897	Q86V85	13	3	4	1	4	0	1	0	0	0	0
RHOV	171177	Q96L33	13	4	2	1	3	0	3	0	0	0	0
RPL22L1	200916	Q6P5R6	13	5	1	1	2	0	4	0	0	0	0
ADAMTSL5	339366	Q6ZMM2	13	4	2	1	3	0	3	0	0	0	0
RBM14-RBM4	100526737	Q96PK6	13	3	3	1	2	0	4	0	0	0	0
AZGP1	563	P25311	13	3	4	1	0	0	5	0	0	0	0
FOLR1	2348	P15328	13	4	4	2	0	0	3	0	0	0	0
LPP	4026	Q93052	13	4	3	4	1	0	1	0	0	0	0
PRKG1	5592	Q13976	13	2	4	2	4	0	1	0	0	0	0
DNAJC3	5611	Q13217	13	2	2	4	3	0	2	0	0	0	0
PTPN1	5770	P18031	13	3	5	1	0	0	4	0	0	0	0
CXCL6	6372	P80162	13	4	2	0	2	0	5	0	0	0	0
TGFB3	7043	P10600	13	3	2	1	4	0	3	0	0	0	0
TYROBP	7305	O43914	13	1	3	1	4	0	4	0	0	0	0
COIL	8161	P38432	13	5	1	1	4	0	2	0	0	0	0
SDPR	8436	O95810	13	1	5	3	1	0	3	0	0	0	0
SRSF11	9295	Q05519	13	7	1	2	3	0	0	0	0	0	0
GDA	9615	Q9Y2T3	13	5	6	1	1	0	0	0	0	0	0
MYBBP1A	10514	Q9BQG0	13	2	9	1	1	0	0	0	0	0	0
ASCC3	10973	Q8N3C0	13	3	5	3	2	0	0	0	0	0	0
UBR2	23304	Q8IWV8	13	0	3	1	3	0	6	0	0	0	0
CRB1	23418	P82279	13	4	5	0	4	0	0	0	0	0	0
IL17RA	23765	Q96F46	13	5	3	2	1	0	2	0	0	0	0
DHRS7B	25979	Q6IAN0	13	5	0	2	2	0	4	0	0	0	0
UPF2	26019	Q9HAU5	13	4	3	2	1	0	3	0	0	0	0
FIS1	51024	Q9Y3D6	13	7	1	1	1	0	3	0	0	0	0
CRNKL1	51340	Q9BZJ0	13	5	2	2	2	0	2	0	0	0	0
C11orf73	51501	Q53FT3	13	2	2	3	1	0	5	0	0	0	0
UFM1	51569	P61960	13	4	0	1	3	0	5	0	0	0	0
MED18	54797	Q9BUE0	13	3	3	1	2	0	4	0	0	0	0
PGPEP1	54858	Q9NXJ5	13	3	5	2	1	0	2	0	0	0	0
IFT57	55081	Q9NWB7	13	3	2	2	3	0	3	0	0	0	0
POGLUT1	56983	Q8NBL1	13	4	2	0	4	0	3	0	0	0	0
SCYL3	57147	Q8IZE3	13	4	1	0	2	0	6	0	0	0	0
CYP4F11	57834	Q9HBI6	13	3	3	2	3	0	2	0	0	0	0
RBM25	58517	P49756	13	5	5	0	1	0	2	0	0	0	0
TOR3A	64222	Q9H497	13	3	2	3	1	0	4	0	0	0	0
LIMD2	80774	Q9BT23	13	2	4	2	4	0	1	0	0	0	0
SCIN	85477	Q9Y6U3	13	4	6	0	2	0	1	0	0	0	0
C12orf57	113246	Q99622	13	5	3	2	1	0	2	0	0	0	0
CTCFL	140690	Q8NI51	13	3	2	3	3	0	2	0	0	0	0
COMMD6	170622	Q7Z4G1	13	7	2	1	0	0	3	0	0	0	0
C17orf61	254863	Q8N2U0	13	3	3	4	1	0	2	0	0	0	0
ACYP2	98	P14621	13	3	3	0	2	0	5	0	0	0	0
ATOX1	475	O00244	13	3	1	3	3	0	3	0	0	0	0
SERPINA6	866	P08185	13	1	6	2	3	0	1	0	0	0	0
HYAL1	3373	Q12794	13	2	4	2	1	0	4	0	0	0	0
INHBB	3625	P09529	13	1	5	0	1	0	6	0	0	0	0
NFKB2	4791	Q00653	13	5	4	2	0	0	2	0	0	0	0
MSLN	10232	Q13421	13	2	7	1	2	0	1	0	0	0	0
ARHGEF18	23370	Q6ZSZ5	13	5	2	2	3	0	1	0	0	0	0
RBMXL2	27288	O75526	13	2	4	1	4	0	2	0	0	0	0
MAP1S	55201	Q66K74	13	2	2	2	5	0	2	0	0	0	0
DDX28	55794	Q9NUL7	13	2	4	1	4	0	2	0	0	0	0
PDGFD	80310	Q9GZP0	13	4	3	3	0	0	3	0	0	0	0
FAM213A	84293	Q9BRX8	13	3	2	3	3	0	2	0	0	0	0
REEP6	92840	Q96HR9	13	6	3	0	1	0	3	0	0	0	0
KRT72	140807	Q14CN4	13	13	0	0	0	0	0	0	0	0	0
ZNF169	169841	Q14929	13	3	1	3	2	0	4	0	0	0	0
FAM83B	222584	Q5T0W9	13	4	3	1	1	0	4	0	0	0	0
LCLAT1	253558	Q6UWP7	13	4	5	1	0	0	3	0	0	0	0
ADAR	103	P55265	13	1	3	2	4	0	3	0	0	0	0
GNAT1	2779	P11488	13	9	4	0	0	0	0	0	0	0	0
KRT4	3851	P19013	13	13	0	0	0	0	0	0	0	0	0
